student_id,ssc_percentage,hsc_percentage,degree_percentage,cgpa,aptitude_test_score,technical_skill_score,soft_skills_rating,attendance_percentage,backlogs,internships,projects,certifications,work_experience_months,gender,placement_training,extracurricular_activities,placement_status,department
2245,67.8,67.0,59.6,6.99,85,63,2.5,71.9,0,0,3,2,4,Male,No,No,NotPlaced,EE
2246,75.1,70.0,77.4,7.89,67,78,1.8,83.0,0,0,4,2,3,Male,No,No,NotPlaced,ME
2247,76.4,78.4,76.0,8.09,70,82,3.5,65.6,1,0,4,1,0,Male,No,Yes,NotPlaced,CE
2248,68.8,54.1,50.2,6.65,55,54,3.9,63.9,3,0,1,0,0,Female,No,Yes,NotPlaced,ME
2249,79.1,65.6,67.4,6.91,72,80,3.4,83.4,1,1,3,1,7,Female,No,No,NotPlaced,CS
2250,54.5,58.8,60.8,6.71,52,32,3.9,66.6,1,0,2,0,4,Female,No,Yes,NotPlaced,EE
2251,80.4,63.6,57.3,7.39,69,57,4.1,79.5,0,1,2,0,5,Male,No,No,NotPlaced,ME
2252,82.8,77.2,72.1,8.9,92,100,4.3,84.6,0,0,2,2,3,Male,Yes,Yes,Placed,CS
2253,45.0,47.3,50.6,5.0,35,25,3.5,71.5,1,0,0,0,4,Male,No,No,NotPlaced,EE
2254,67.0,76.4,63.4,7.08,84,67,4.5,86.6,0,1,3,2,12,Female,Yes,No,NotPlaced,CS
2255,68.7,55.8,71.7,6.54,77,59,2.5,76.7,0,0,2,0,5,Male,No,Yes,NotPlaced,ChemE
2256,68.4,71.5,75.9,7.26,76,62,5.0,80.9,0,2,1,2,9,Female,Yes,Yes,Placed,EE
2257,72.9,90.1,81.7,7.94,84,62,3.7,83.1,0,1,0,2,13,Male,Yes,Yes,Placed,EE
2258,66.5,80.3,77.0,7.67,74,77,3.5,96.0,0,1,2,1,8,Female,No,Yes,Placed,ECE
2259,78.8,79.5,75.6,8.33,76,96,3.9,100.0,0,4,3,2,18,Female,Yes,No,Placed,ME
2260,53.1,55.7,53.6,5.2,68,78,2.6,74.5,3,0,6,1,7,Male,No,No,Placed,CS
2261,84.8,77.7,82.4,7.6,68,80,3.0,87.2,0,1,0,2,4,Female,Yes,No,NotPlaced,ME
2262,53.9,73.7,66.6,7.12,85,62,3.8,100.0,0,1,0,3,11,Male,Yes,Yes,Placed,ECE
2263,75.4,83.8,76.8,6.92,60,72,2.4,85.5,0,2,0,0,6,Male,Yes,No,Placed,EE
2264,67.4,69.7,58.4,6.7,73,69,3.7,78.5,5,0,1,0,2,Female,No,Yes,NotPlaced,ChemE
2265,80.3,75.6,80.7,9.28,99,77,3.6,90.8,0,3,1,4,10,Female,Yes,No,Placed,CS
2266,76.7,64.2,70.1,8.33,71,75,3.9,98.4,0,1,6,0,9,Male,Yes,Yes,Placed,CS
2267,63.2,58.8,64.7,7.47,54,62,3.8,81.8,0,4,3,0,19,Male,Yes,Yes,Placed,ECE
2268,57.0,45.0,59.9,5.41,54,44,3.3,65.6,0,0,0,0,3,Female,No,Yes,Placed,ME
2269,80.0,83.9,74.3,7.26,90,87,3.2,88.3,0,1,2,1,3,Female,Yes,Yes,Placed,EE
2270,66.6,47.5,59.6,6.38,62,65,3.3,74.3,0,0,1,2,9,Female,No,No,NotPlaced,IT
2271,60.7,60.1,55.3,6.63,54,54,3.2,86.3,0,4,0,2,28,Female,Yes,No,Placed,EE
2272,56.9,58.6,64.2,7.03,79,71,3.0,70.1,0,0,0,3,0,Female,No,Yes,NotPlaced,ECE
2273,58.4,45.0,53.8,6.21,65,42,1.8,76.6,4,0,0,0,0,Male,Yes,No,NotPlaced,CE
2274,75.1,88.0,72.3,8.12,63,44,3.0,78.0,1,0,1,1,0,Male,Yes,Yes,Placed,ME
2275,65.1,62.1,67.5,7.52,74,70,3.0,70.6,3,2,2,4,12,Female,No,Yes,NotPlaced,CE
2276,84.7,97.2,76.5,8.22,89,78,3.3,85.5,0,4,1,1,20,Male,No,Yes,Placed,CS
2277,61.2,72.9,58.4,6.38,60,57,3.7,62.5,1,0,3,2,1,Female,No,Yes,NotPlaced,ChemE
2278,74.8,70.6,73.1,6.98,62,83,4.8,87.0,0,0,2,1,4,Male,Yes,No,NotPlaced,EE
2279,93.5,56.5,79.9,6.26,63,58,4.0,75.8,0,1,3,3,5,Female,No,No,Placed,EE
2280,65.4,54.6,64.0,5.43,35,25,3.4,68.0,0,0,0,0,2,Male,No,Yes,NotPlaced,ChemE
2281,84.3,90.8,70.3,8.03,71,49,3.4,77.8,1,0,0,1,0,Male,Yes,Yes,NotPlaced,EE
2282,66.5,63.3,61.5,6.9,57,66,3.3,82.9,2,0,1,0,4,Female,No,Yes,NotPlaced,CS
2283,76.6,73.0,76.0,7.27,92,84,3.7,71.3,0,2,1,5,10,Male,No,No,Placed,ME
2284,71.3,60.1,66.9,7.31,71,64,3.8,81.9,3,2,2,2,9,Female,Yes,No,Placed,CS
2285,71.5,72.7,64.9,5.94,64,54,2.5,72.3,0,0,2,0,0,Male,No,Yes,NotPlaced,CE
2286,81.8,76.6,78.7,7.31,89,80,2.7,77.8,1,1,0,1,9,Male,Yes,No,Placed,EE
2287,80.4,80.9,73.7,8.03,80,72,3.7,77.6,0,2,2,2,14,Female,No,No,Placed,ME
2288,62.2,78.8,62.4,7.83,66,64,3.0,80.8,0,0,0,3,0,Female,Yes,Yes,NotPlaced,EE
2289,51.5,68.1,60.1,7.15,66,59,3.1,70.0,1,1,0,1,12,Male,No,Yes,NotPlaced,ECE
2290,75.5,73.5,66.9,7.2,72,80,3.7,88.8,0,2,1,1,10,Female,No,Yes,Placed,EE
2291,56.9,49.8,71.2,6.65,68,64,4.3,71.5,1,0,4,8,0,Male,No,Yes,NotPlaced,ECE
2292,89.8,75.9,79.5,9.17,88,73,2.8,83.9,0,0,5,2,7,Female,No,No,NotPlaced,ME
2293,90.3,74.2,82.7,9.23,83,80,3.6,81.3,1,1,1,2,11,Female,No,No,Placed,ChemE
2294,71.2,70.6,71.8,7.99,71,69,4.9,86.5,0,1,2,1,4,Female,Yes,Yes,Placed,CS
2295,79.6,80.5,59.8,6.74,76,92,3.7,85.5,0,1,3,1,4,Female,Yes,Yes,Placed,ME
2296,59.4,70.6,56.3,6.26,53,58,4.5,86.1,1,0,0,3,0,Male,Yes,No,Placed,IT
2297,65.0,65.3,57.6,6.37,53,54,3.6,70.4,0,0,1,1,0,Female,No,Yes,NotPlaced,EE
2298,69.5,71.1,77.7,7.68,61,81,2.4,51.7,2,0,2,0,0,Male,No,Yes,NotPlaced,ME
2299,54.4,45.4,52.3,6.47,50,58,1.8,70.2,3,0,1,1,4,Female,No,No,NotPlaced,ECE
2300,52.7,53.3,50.8,5.68,57,78,4.0,65.7,3,1,4,2,4,Female,No,Yes,NotPlaced,IT
2301,61.2,66.9,58.5,8.0,72,62,2.9,96.3,0,0,0,0,0,Male,Yes,No,Placed,CE
2302,62.0,59.8,59.6,7.13,77,64,3.4,78.6,0,3,0,1,14,Male,Yes,Yes,Placed,EE
2303,60.2,45.0,48.0,5.0,37,50,2.6,68.2,4,1,1,0,7,Male,No,No,NotPlaced,ChemE
2304,67.2,73.1,69.7,8.06,91,88,2.4,99.3,0,1,3,5,8,Male,Yes,Yes,Placed,CS
2305,50.9,45.0,58.0,5.87,55,67,4.0,74.1,1,1,2,2,5,Male,No,No,NotPlaced,EE
2306,61.9,72.1,65.4,7.22,63,68,3.5,79.8,0,1,2,3,4,Female,Yes,Yes,NotPlaced,CS
2307,63.7,76.6,60.5,8.05,61,51,2.8,60.9,0,0,1,1,6,Male,No,No,NotPlaced,IT
2308,63.7,61.1,57.1,7.14,61,60,3.1,76.5,0,1,2,1,12,Male,No,No,NotPlaced,EE
2309,82.8,85.2,79.7,8.91,72,50,4.4,87.5,0,0,1,1,5,Female,No,Yes,Placed,CE
2310,76.4,69.1,79.0,7.11,85,70,3.6,83.6,0,1,3,3,6,Female,Yes,No,Placed,CE
2311,58.8,55.7,51.8,6.44,67,59,2.6,81.0,0,0,3,1,4,Female,Yes,No,NotPlaced,CE
2312,67.5,77.4,71.2,7.35,67,75,2.8,78.1,0,1,2,1,7,Male,Yes,Yes,NotPlaced,ME
2313,81.3,74.6,75.0,8.54,89,100,5.0,80.3,0,2,4,3,13,Male,No,Yes,Placed,ECE
2314,75.3,90.7,73.6,8.23,63,83,3.2,77.8,1,2,1,1,7,Male,No,No,Placed,ECE
2315,85.2,76.1,69.5,7.56,67,79,2.3,72.6,1,1,4,0,11,Male,No,Yes,Placed,ECE
2316,75.6,76.8,73.3,8.11,80,76,4.3,77.8,0,0,7,3,4,Female,No,No,Placed,CS
2317,88.8,99.0,96.0,9.04,69,55,2.3,86.8,0,0,0,1,5,Male,Yes,No,Placed,CE
2318,45.0,69.2,55.7,6.12,45,56,3.4,79.6,2,0,0,3,0,Male,Yes,No,NotPlaced,ChemE
2319,66.0,58.1,53.3,6.13,60,59,3.2,92.8,1,1,2,2,5,Male,No,No,NotPlaced,ME
2320,55.2,59.3,77.3,7.26,55,61,3.0,67.9,2,0,2,2,2,Female,Yes,Yes,NotPlaced,CE
2321,64.8,54.4,58.6,6.59,77,54,2.8,69.8,0,0,0,0,6,Female,No,Yes,NotPlaced,EE
2322,83.7,80.8,80.5,8.97,84,75,3.9,83.8,0,0,2,1,0,Male,No,Yes,Placed,CS
2323,83.3,69.8,85.8,6.89,72,85,2.6,86.2,1,0,2,2,1,Male,Yes,Yes,Placed,ME
2324,52.7,45.1,48.0,6.07,55,40,3.4,78.1,2,0,0,0,1,Female,Yes,No,NotPlaced,ECE
2325,71.3,70.9,67.2,6.86,72,76,3.6,92.8,1,0,2,3,0,Female,No,Yes,Placed,CS
2326,75.2,75.1,61.0,7.46,62,56,3.6,76.9,1,2,1,1,13,Male,Yes,Yes,NotPlaced,CE
2327,59.2,78.3,61.7,6.32,77,66,3.5,93.5,1,0,0,2,0,Male,No,No,NotPlaced,CE
2328,72.3,66.0,56.7,7.27,42,39,3.4,67.2,0,0,0,0,5,Male,No,Yes,NotPlaced,ECE
2329,67.0,64.8,59.3,6.16,50,59,3.5,77.0,1,0,1,1,1,Female,Yes,Yes,NotPlaced,ME
2330,65.8,49.5,63.2,6.59,65,56,3.5,67.6,3,0,1,1,3,Male,No,Yes,NotPlaced,CE
2331,89.3,83.0,74.3,8.33,60,48,2.6,75.4,1,1,1,0,10,Male,No,No,NotPlaced,ME
2332,92.7,80.3,74.6,8.92,87,95,3.4,93.8,0,1,2,2,5,Male,Yes,Yes,Placed,EE
2333,45.0,54.9,55.6,6.13,58,64,3.4,70.6,2,0,3,0,2,Male,No,No,NotPlaced,CE
2334,79.7,70.1,67.8,7.76,62,62,4.7,71.6,5,0,1,2,4,Male,No,Yes,NotPlaced,CE
2335,66.9,67.8,81.9,7.32,68,49,3.1,90.3,0,1,1,2,4,Female,No,Yes,NotPlaced,CE
2336,67.9,47.3,55.6,6.16,56,62,3.8,79.0,1,1,1,0,9,Male,No,Yes,NotPlaced,CE
2337,69.5,58.8,60.3,7.45,66,60,2.7,75.6,0,0,1,1,5,Male,No,Yes,NotPlaced,IT
2338,49.5,58.9,66.1,7.42,62,58,4.2,85.3,1,1,1,4,3,Female,Yes,No,NotPlaced,CE
2339,72.5,60.9,58.0,7.68,72,65,2.9,80.3,0,0,1,3,4,Female,No,No,Placed,ChemE
2340,66.9,75.7,71.3,6.29,68,53,3.8,65.9,0,2,0,1,12,Male,No,Yes,NotPlaced,ME
2341,64.9,63.1,59.8,6.88,57,48,4.9,79.6,0,1,1,0,5,Female,No,Yes,NotPlaced,ECE
2342,51.1,45.3,48.0,5.35,35,28,3.7,78.3,2,0,0,0,0,Male,No,Yes,NotPlaced,EE
2343,71.4,68.2,66.2,6.94,66,75,4.0,78.8,1,0,7,3,3,Male,No,Yes,NotPlaced,ECE
2344,62.3,69.3,66.8,6.68,62,65,3.1,92.7,0,3,3,0,9,Female,No,No,Placed,CS
2345,73.8,79.3,63.1,6.38,55,54,4.5,86.1,0,0,1,1,0,Male,Yes,Yes,NotPlaced,ChemE
2346,67.1,84.8,68.4,8.07,64,63,3.8,88.2,0,0,2,2,1,Female,No,No,NotPlaced,ECE
2347,80.7,61.1,80.7,7.27,76,80,3.6,77.9,0,0,3,2,6,Female,No,Yes,Placed,ECE
2348,80.0,78.9,66.0,6.78,72,64,3.1,100.0,0,0,3,4,3,Male,Yes,Yes,Placed,CE
2349,64.1,60.9,48.0,5.94,53,70,3.0,69.9,2,2,4,1,17,Female,No,Yes,NotPlaced,ME
2350,93.5,99.0,92.0,10.0,87,71,2.8,89.1,0,3,1,2,15,Female,Yes,Yes,Placed,ChemE
2351,62.7,59.9,59.6,6.63,69,76,3.5,83.6,1,0,2,1,2,Male,Yes,No,Placed,CS
2352,56.3,66.0,55.3,6.01,60,32,3.0,65.6,0,0,0,0,0,Female,No,No,NotPlaced,ME
2353,74.6,79.7,84.5,8.79,88,58,3.5,85.4,0,1,0,2,6,Female,No,Yes,Placed,ECE
2354,61.3,66.2,61.3,7.05,51,60,4.3,70.2,2,0,1,0,0,Female,No,No,Placed,IT
2355,62.5,58.9,57.3,7.08,59,64,4.3,92.4,0,1,0,1,4,Male,Yes,Yes,Placed,ME
2356,56.1,50.7,59.1,6.31,48,68,3.4,75.6,0,2,0,1,11,Female,Yes,Yes,Placed,EE
2357,74.9,65.6,59.4,5.64,72,86,2.3,81.6,1,0,0,2,3,Female,No,Yes,NotPlaced,CE
2358,49.0,58.8,58.9,6.7,53,39,2.6,67.0,1,0,0,0,0,Male,No,No,NotPlaced,EE
2359,76.0,55.1,63.5,6.75,72,69,4.8,70.0,2,0,1,0,2,Male,No,Yes,NotPlaced,ChemE
2360,54.8,67.6,72.7,6.75,60,66,4.3,78.0,1,2,1,1,16,Female,No,No,NotPlaced,ChemE
2361,62.8,46.3,75.7,7.67,56,41,2.3,69.2,1,1,1,0,6,Male,No,No,NotPlaced,CS
2362,74.2,74.2,73.0,8.29,82,78,3.0,76.8,0,0,2,2,4,Female,Yes,No,Placed,ECE
2363,56.2,48.4,53.8,5.98,55,64,3.9,82.6,1,0,1,2,1,Female,Yes,No,NotPlaced,CS
2364,94.9,97.1,92.7,8.99,86,95,4.9,97.6,0,2,2,0,16,Male,Yes,No,Placed,CE
2365,72.0,61.8,69.8,6.88,67,58,2.7,84.3,0,3,1,1,23,Female,Yes,No,Placed,IT
2366,72.7,73.3,79.1,7.86,66,66,3.0,89.9,0,0,4,5,0,Female,No,Yes,Placed,CS
2367,79.3,58.7,53.3,5.84,74,73,3.5,59.1,0,1,2,0,6,Male,No,Yes,Placed,ChemE
2368,64.9,68.8,60.7,6.4,40,54,3.6,72.5,2,0,0,1,0,Male,No,Yes,NotPlaced,IT
2369,73.0,76.1,60.2,7.29,84,83,3.6,78.4,1,0,2,1,5,Female,No,Yes,NotPlaced,ECE
2370,55.5,63.9,57.5,6.35,50,52,5.0,75.7,1,1,1,4,7,Female,No,Yes,NotPlaced,ME
2371,63.1,64.6,62.4,7.46,39,53,3.1,75.4,1,0,2,1,4,Female,Yes,No,Placed,CS
2372,63.8,72.1,60.3,7.94,52,74,2.9,69.7,1,0,2,2,2,Female,No,No,NotPlaced,ChemE
2373,80.4,67.1,75.9,8.45,66,54,3.8,78.0,0,0,0,1,5,Female,No,No,Placed,CS
2374,60.4,49.6,51.4,5.69,48,58,2.3,88.1,1,0,2,1,0,Male,No,No,NotPlaced,CS
2375,78.6,54.6,70.1,6.79,77,89,3.9,81.2,0,1,4,2,4,Male,No,Yes,Placed,ME
2376,49.4,64.5,50.0,5.32,43,48,1.8,75.4,1,0,2,1,2,Female,Yes,No,NotPlaced,EE
2377,75.4,61.0,70.7,6.74,76,67,3.3,83.3,0,0,2,6,2,Female,No,No,Placed,ECE
2378,73.1,80.0,60.9,7.33,72,84,3.4,74.9,1,1,4,0,9,Female,No,Yes,Placed,CE
2379,87.6,87.7,76.8,8.27,87,79,3.8,70.6,1,1,1,1,5,Female,Yes,No,Placed,ME
2380,70.0,76.3,75.8,7.38,81,85,3.6,79.5,0,0,3,2,5,Male,Yes,No,NotPlaced,ChemE
2381,58.8,66.9,71.8,6.37,65,54,3.8,85.8,1,1,1,1,4,Male,No,Yes,NotPlaced,ChemE
2382,73.2,58.5,68.4,7.49,67,84,3.3,84.2,1,0,3,1,0,Male,Yes,No,Placed,CS
2383,79.2,83.6,69.8,7.44,76,61,3.7,72.2,0,0,0,0,3,Female,No,Yes,Placed,ChemE
2384,58.2,57.0,66.9,5.85,50,45,3.3,80.0,1,1,0,0,6,Female,No,No,NotPlaced,IT
2385,74.7,76.1,65.8,7.58,64,73,5.0,86.5,0,1,2,3,4,Male,Yes,Yes,Placed,IT
2386,73.7,57.9,57.3,7.16,55,49,2.7,77.4,5,0,1,0,1,Male,Yes,No,NotPlaced,EE
2387,63.9,52.6,63.2,6.63,70,72,3.9,75.2,2,0,4,0,5,Male,No,Yes,Placed,ME
2388,53.9,77.6,62.9,6.27,67,49,4.5,83.5,0,0,1,3,8,Male,Yes,Yes,NotPlaced,CE
2389,83.6,88.2,84.7,9.24,96,66,3.8,87.8,0,0,0,3,4,Male,Yes,No,Placed,IT
2390,60.6,66.7,62.8,6.84,67,66,3.0,67.2,2,0,0,0,1,Female,Yes,No,NotPlaced,ECE
2391,68.9,45.9,60.1,7.8,65,59,4.1,82.0,0,3,2,3,13,Female,No,Yes,Placed,CS
2392,60.6,57.3,55.6,6.31,64,43,2.5,67.8,0,0,1,0,0,Male,No,No,NotPlaced,EE
2393,76.2,79.5,72.6,7.28,73,68,4.4,82.1,0,1,3,0,6,Female,Yes,Yes,Placed,EE
2394,67.2,68.0,65.7,7.55,59,65,3.5,87.6,0,0,1,1,4,Male,Yes,No,Placed,ChemE
2395,81.4,74.0,63.4,7.83,65,91,4.2,95.9,0,4,3,3,16,Male,Yes,Yes,Placed,IT
2396,57.0,58.1,59.5,6.33,59,42,3.8,66.8,2,0,1,1,2,Female,No,No,NotPlaced,ChemE
2397,85.1,81.1,77.4,7.98,69,66,4.4,87.8,0,0,1,2,5,Female,Yes,No,Placed,IT
2398,78.5,59.2,75.7,7.8,62,75,3.7,66.1,0,0,6,0,8,Female,No,Yes,NotPlaced,ECE
2399,81.4,71.4,79.6,7.23,62,74,3.4,71.0,0,2,2,1,12,Male,Yes,No,Placed,CE
2400,79.3,94.7,81.8,8.09,88,73,3.6,77.2,1,1,0,3,9,Male,No,No,Placed,EE
2401,70.0,56.8,80.4,7.25,72,79,3.5,75.5,0,2,3,5,11,Female,No,Yes,Placed,CS
2402,84.3,76.7,72.3,8.11,84,78,4.4,100.0,0,4,4,1,22,Male,No,Yes,Placed,CS
2403,82.5,74.2,77.7,9.03,80,75,2.4,94.8,0,3,2,1,21,Male,No,Yes,Placed,ECE
2404,72.4,78.4,74.8,8.51,82,89,4.3,100.0,0,4,3,3,28,Female,Yes,No,Placed,CE
2405,70.8,74.8,77.6,7.62,74,64,2.9,82.2,0,3,1,3,17,Female,Yes,No,Placed,CE
2406,61.6,56.6,66.5,6.98,54,53,2.6,83.3,1,1,3,2,6,Male,Yes,Yes,NotPlaced,CE
2407,61.8,68.4,54.9,7.42,78,70,2.0,79.0,0,0,0,2,6,Male,No,No,NotPlaced,EE
2408,99.0,80.2,73.3,8.57,80,88,4.6,97.0,0,2,3,5,16,Female,Yes,No,Placed,CE
2409,58.2,65.7,73.4,6.76,65,76,3.2,77.4,2,0,3,1,0,Female,Yes,Yes,NotPlaced,CE
2410,57.6,58.8,56.7,6.86,62,55,2.4,77.8,2,2,0,0,11,Female,Yes,No,Placed,IT
2411,75.6,64.0,67.4,6.96,75,56,2.5,79.3,0,0,0,0,0,Male,No,Yes,Placed,ECE
2412,72.5,57.7,76.5,8.22,65,57,3.0,89.9,0,1,1,1,6,Male,No,No,NotPlaced,EE
2413,57.3,64.2,58.6,5.64,64,66,4.1,84.7,0,0,2,1,3,Female,No,Yes,Placed,IT
2414,80.1,85.1,78.8,7.96,80,75,5.0,79.3,1,0,1,0,0,Female,Yes,Yes,Placed,CS
2415,75.0,50.9,70.5,6.78,65,69,2.8,82.9,0,2,2,2,9,Male,Yes,Yes,Placed,ECE
2416,68.8,78.3,70.9,8.18,67,64,3.4,76.2,1,0,0,1,0,Female,No,Yes,NotPlaced,CE
2417,73.5,67.4,56.9,6.46,63,67,2.6,85.6,0,3,1,2,22,Male,No,No,NotPlaced,IT
2418,64.0,66.0,76.6,7.45,80,80,3.0,72.7,1,0,1,2,0,Female,Yes,No,Placed,CS
2419,66.7,67.3,73.5,7.93,89,94,4.3,78.7,0,4,2,4,20,Male,Yes,Yes,Placed,IT
2420,78.3,67.2,74.0,8.03,77,71,3.0,93.8,0,2,5,1,14,Male,Yes,Yes,Placed,IT
2421,84.3,74.9,73.2,7.27,64,66,3.6,85.6,0,1,0,4,10,Male,Yes,No,Placed,ChemE
2422,57.9,55.0,62.7,6.44,50,40,3.9,69.7,2,0,1,0,3,Female,No,Yes,NotPlaced,CS
2423,60.3,83.3,64.7,6.54,71,81,3.9,87.3,1,2,4,2,15,Female,No,Yes,Placed,IT
2424,78.7,83.8,68.9,7.63,80,100,3.0,90.3,0,3,4,1,23,Female,No,No,Placed,CS
2425,68.0,55.4,74.7,6.69,53,66,3.7,92.5,0,2,4,3,13,Male,No,Yes,Placed,CS
2426,61.5,77.4,58.0,6.54,78,77,3.8,72.5,0,1,3,0,5,Male,Yes,Yes,Placed,IT
2427,66.6,79.7,72.6,7.53,73,61,3.7,91.6,0,3,3,1,11,Female,No,No,Placed,ECE
2428,61.6,61.6,60.1,6.45,59,57,2.5,73.4,0,0,3,0,4,Female,Yes,No,NotPlaced,ECE
2429,64.9,63.5,50.5,6.65,67,69,3.4,86.7,3,0,1,1,5,Male,No,No,NotPlaced,ChemE
2430,54.2,60.7,57.3,5.18,47,59,4.2,72.5,2,0,0,1,12,Male,No,Yes,NotPlaced,ChemE
2431,90.7,74.9,82.1,8.6,80,60,2.8,88.1,0,0,0,4,4,Female,Yes,No,Placed,ME
2432,65.8,70.9,64.6,6.95,56,47,3.3,81.5,0,1,0,2,4,Female,No,No,Placed,ECE
2433,65.3,54.4,53.9,6.18,69,77,3.0,82.0,1,0,3,4,5,Male,Yes,No,NotPlaced,ME
2434,63.2,64.7,60.4,6.53,52,52,3.2,63.2,3,0,1,1,3,Male,No,Yes,NotPlaced,IT
2435,91.3,93.0,90.9,9.88,99,81,3.4,92.0,0,2,2,2,12,Female,Yes,Yes,Placed,EE
2436,92.1,77.1,86.1,8.88,100,86,3.3,95.8,0,1,4,5,3,Female,Yes,Yes,Placed,CS
2437,46.8,57.4,59.2,6.16,47,64,2.1,73.9,1,0,1,1,0,Female,No,No,NotPlaced,ECE
2438,67.1,66.0,55.3,6.24,76,70,4.0,89.7,0,2,2,4,18,Female,Yes,Yes,Placed,EE
2439,74.0,76.7,79.4,8.84,78,75,3.5,87.6,0,2,3,5,17,Female,Yes,No,Placed,ECE
2440,67.4,65.2,73.3,7.11,71,89,4.8,82.4,0,1,2,3,7,Male,Yes,Yes,Placed,ME
2441,84.2,90.0,85.7,8.91,68,28,3.7,87.0,0,0,0,1,2,Female,No,No,Placed,EE
2442,72.7,73.8,79.9,7.71,61,52,2.8,72.8,0,0,2,1,5,Female,Yes,No,NotPlaced,ECE
2443,67.5,65.9,77.8,7.68,57,49,4.2,97.3,1,1,0,2,11,Male,Yes,No,Placed,CE
2444,67.9,78.0,59.5,7.02,64,61,2.6,83.5,1,0,3,1,0,Male,Yes,Yes,NotPlaced,CE
2445,50.5,58.9,59.3,6.16,70,61,2.4,62.9,0,0,1,2,4,Female,No,Yes,NotPlaced,CE
2446,77.6,63.6,66.2,7.27,63,69,3.3,71.3,0,1,1,2,10,Female,Yes,Yes,NotPlaced,CS
2447,84.9,88.7,81.8,9.02,90,72,4.3,93.0,0,2,4,3,11,Male,Yes,Yes,Placed,CS
2448,70.7,75.2,81.7,7.64,80,83,4.0,94.0,0,4,2,2,22,Male,No,No,Placed,CS
2449,47.5,50.7,51.3,6.06,44,27,2.9,64.0,3,0,0,0,3,Male,No,Yes,NotPlaced,EE
2450,78.2,94.8,63.4,8.07,75,83,3.8,75.7,1,3,0,0,20,Male,No,No,Placed,ChemE
2451,73.2,61.0,70.1,7.0,56,56,2.8,72.4,1,0,1,0,0,Female,No,No,NotPlaced,ME
2452,68.3,60.6,70.8,7.04,64,56,3.6,84.4,0,1,2,1,5,Male,Yes,No,Placed,ECE
2453,72.2,80.9,73.5,7.55,60,47,3.6,70.8,0,0,0,0,6,Female,No,No,NotPlaced,ECE
2454,49.0,51.0,51.3,5.5,53,58,3.9,81.9,1,0,1,1,0,Male,No,No,NotPlaced,ECE
2455,74.2,76.9,64.3,7.94,68,87,3.2,76.9,2,2,3,2,7,Female,Yes,Yes,Placed,ECE
2456,78.4,70.2,59.2,6.59,73,42,2.5,66.5,2,0,0,1,0,Male,No,No,NotPlaced,ME
2457,85.9,54.0,62.2,7.85,66,95,2.2,86.4,0,1,4,1,9,Female,No,Yes,Placed,CS
2458,58.0,65.5,50.4,5.8,40,52,2.9,81.7,1,0,0,0,6,Male,Yes,Yes,NotPlaced,ChemE
2459,70.7,60.6,61.2,6.54,67,62,2.3,62.4,2,0,2,0,0,Female,No,No,NotPlaced,EE
2460,68.7,78.4,66.1,6.76,67,63,2.6,85.9,0,1,2,0,10,Male,Yes,Yes,Placed,ECE
2461,56.6,60.6,58.8,6.42,78,65,2.8,76.9,0,0,1,0,3,Female,No,No,Placed,CE
2462,57.0,75.4,66.5,6.34,63,63,4.9,83.5,0,2,2,1,8,Male,No,No,NotPlaced,ChemE
2463,45.8,73.9,52.6,5.73,59,65,3.3,68.7,0,1,2,2,4,Female,No,Yes,NotPlaced,ECE
2464,69.8,60.1,61.2,6.92,69,74,3.9,80.5,0,0,2,0,1,Male,No,Yes,NotPlaced,ECE
2465,71.9,52.8,53.6,6.29,66,62,2.6,76.2,2,3,2,1,11,Female,Yes,No,NotPlaced,ChemE
2466,80.2,67.9,67.7,7.25,51,42,3.9,78.3,1,1,1,0,9,Female,Yes,No,NotPlaced,EE
2467,76.7,86.8,76.7,8.39,76,73,2.5,89.4,1,2,0,1,14,Female,No,Yes,Placed,ECE
2468,73.8,74.1,71.0,7.29,72,53,3.2,89.6,0,0,1,1,0,Male,Yes,No,NotPlaced,EE
2469,74.1,79.3,73.0,7.69,69,64,3.4,82.9,0,2,1,0,11,Female,Yes,No,NotPlaced,ME
2470,70.4,58.6,48.0,6.8,53,38,2.6,81.6,0,0,0,0,1,Female,No,Yes,NotPlaced,CE
2471,89.6,91.1,87.8,9.37,83,74,3.3,92.5,0,1,1,5,9,Female,No,Yes,Placed,IT
2472,75.5,77.5,81.8,7.91,76,52,3.7,82.0,0,2,1,2,15,Male,No,No,Placed,ECE
2473,54.5,55.0,56.4,6.89,41,59,3.1,84.3,1,0,1,1,6,Male,No,Yes,NotPlaced,ChemE
2474,70.5,77.7,66.0,6.75,60,68,3.7,96.0,0,2,2,1,18,Female,Yes,No,Placed,CE
2475,69.0,66.3,62.6,7.33,71,63,3.7,87.0,1,1,2,3,4,Male,No,Yes,NotPlaced,CE
2476,63.3,65.5,61.7,5.89,55,60,4.0,76.7,0,2,2,1,9,Male,No,Yes,NotPlaced,CS
2477,77.7,58.1,69.8,8.05,68,61,3.4,84.2,0,1,0,2,7,Female,Yes,No,Placed,ME
2478,49.1,63.5,55.5,6.06,56,51,2.9,76.7,0,0,2,0,5,Male,Yes,No,NotPlaced,CE
2479,71.0,79.8,67.9,7.43,74,77,4.3,78.6,1,1,1,0,11,Female,No,Yes,Placed,ME
2480,54.5,56.5,57.1,5.99,59,68,3.0,85.1,0,2,1,2,13,Female,No,No,Placed,CE
